2024-06-08 18:23:20,786 - INFO - 200
2024-06-08 18:27:04,938 - INFO - 200
2024-06-08 18:27:09,963 - INFO - 200
2024-06-08 18:27:26,629 - INFO - 200
2024-06-08 18:27:50,065 - INFO - 200
2024-06-08 18:28:09,283 - INFO - 200
2024-06-08 18:28:16,212 - INFO - 200
2024-06-08 18:33:42,137 - INFO - 200
2024-06-08 18:40:10,244 - INFO - 200
2024-06-08 18:53:08,991 - INFO - 200
2024-06-08 18:57:23,293 - INFO - 200
2024-06-08 19:00:16,229 - INFO - 200
2024-06-08 19:06:31,699 - INFO - 200
2024-06-08 19:09:08,191 - INFO - 200
2024-06-08 19:09:08,869 - INFO - 200
2024-06-08 19:11:54,889 - INFO - 200
2024-06-08 19:13:25,708 - INFO - 200
2024-06-08 19:15:39,498 - INFO - 200
2024-06-08 19:15:58,473 - INFO - 200
2024-06-08 19:16:02,584 - INFO - 200
2024-06-08 19:16:18,655 - INFO - 200
2024-06-08 19:16:35,803 - INFO - 200
2024-06-08 19:16:55,074 - INFO - 200
2024-06-08 19:17:01,584 - INFO - 200
2024-06-08 19:17:02,349 - INFO - 200
2024-06-08 19:17:38,939 - INFO - 200
2024-06-08 19:17:40,830 - INFO - 200
2024-06-08 19:19:47,267 - INFO - 200
2024-06-08 19:19:49,693 - INFO - 200
2024-06-08 19:19:51,450 - INFO - 200
2024-06-08 19:20:20,787 - INFO - 200
2024-06-08 19:20:32,832 - INFO - 200
2024-06-08 19:21:07,196 - INFO - 200
2024-06-08 19:22:31,785 - INFO - 200
2024-06-08 19:23:31,816 - INFO - 200
2024-06-08 19:23:32,451 - INFO - 200
2024-06-08 19:23:40,504 - INFO - 200
2024-06-08 19:25:41,589 - INFO - 200
2024-06-08 19:29:19,928 - INFO - 200
2024-06-08 19:35:13,632 - ERROR - HTTPSConnectionPool(host='kinder-version2.cake-bumer.uz', port=443): Max retries exceeded with url: /api/reports2 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f3eed1d09a0>, 'Connection to kinder-version2.cake-bumer.uz timed out. (connect timeout=10)'))
2024-06-08 19:42:42,944 - INFO - 200
2024-06-08 20:00:36,947 - INFO - 200
2024-06-08 20:01:00,735 - INFO - 200
2024-06-08 20:01:41,995 - INFO - 200
2024-06-08 20:01:57,731 - INFO - 200
2024-06-08 20:02:40,309 - INFO - 200
2024-06-08 20:02:55,894 - INFO - 200
2024-06-08 20:02:59,230 - INFO - 200
2024-06-08 20:03:07,172 - INFO - 200
2024-06-08 20:03:24,273 - INFO - 200
2024-06-08 20:03:27,114 - INFO - 200
2024-06-08 20:04:04,655 - INFO - 200
2024-06-08 20:09:27,210 - INFO - 200
2024-06-08 20:21:02,218 - INFO - 200
2024-06-08 20:21:09,265 - INFO - 200
2024-06-08 20:21:52,448 - INFO - 200
2024-06-08 20:32:22,211 - INFO - 200
2024-06-08 20:52:06,421 - INFO - 200
2024-06-08 20:53:51,612 - INFO - 200
2024-06-08 20:53:58,715 - INFO - 200
2024-06-08 20:54:34,472 - INFO - 200
2024-06-08 20:54:47,238 - INFO - 200
2024-06-08 21:03:10,206 - INFO - 200
2024-06-08 21:03:24,439 - INFO - 200
2024-06-08 21:08:32,880 - INFO - 200
